prompt_id,family,tail,label,task_type,prob_true,prob_false,prob_mass_tf
tri_v2_001,numeric_validity,answer_colon,False,binary,0.0019262629793956876,0.9978289008140564,0.9997551637934521
tri_v2_002,numeric_validity,answer_colon,True,binary,0.8666350841522217,0.13290280103683472,0.9995378851890564
tri_v2_003,numeric_validity,true_or_false,False,binary,0.1988939493894577,0.2893889844417572,0.4882829338312149
tri_v2_004,numeric_validity,true_or_false,True,binary,0.15000690519809723,0.21825875341892242,0.36826565861701965
tri_v2_005,numeric_validity,true_or_false,False,binary,0.1082741990685463,0.157538041472435,0.2658122405409813
tri_v2_006,numeric_validity,answer_colon,True,binary,0.8868375420570374,0.11274873465299606,0.9995862767100334
tri_v2_007,numeric_validity,true_or_false,False,binary,0.2135980874300003,0.2135980874300003,0.4271961748600006
tri_v2_008,numeric_validity,the_answer_is,False,binary,0.0866285115480423,0.8219084739685059,0.9085369855165482
tri_v2_011,numeric_validity,true_or_false,True,binary,0.19471123814582825,0.19471123814582825,0.3894224762916565
tri_v2_012,geometry_claim,answer_colon,True,binary,0.9890742897987366,0.01032191701233387,0.9993962068110704
tri_v2_013,geometry_claim,the_answer_is,True,binary,0.8941231369972229,0.06477006524801254,0.9588932022452354
tri_v2_014,numeric_validity,answer_colon,True,binary,0.9856488704681396,0.014059524983167648,0.9997083954513073
tri_v2_015,geometry_claim,answer_colon,True,binary,0.9918973445892334,0.007573229260742664,0.9994705738499761
tri_v2_016,numeric_validity,true_or_false,True,binary,0.08669982850551605,0.12614750862121582,0.21284733712673187
tri_v2_017,numeric_validity,true_or_false,True,binary,0.07779913395643234,0.12826907634735107,0.20606821030378342
tri_v2_018,numeric_validity,answer_colon,False,binary,0.002182053169235587,0.997514009475708,0.9996960626449436
tri_v2_019,numeric_validity,the_answer_is,False,binary,0.003795710625126958,0.9287797808647156,0.9325754914898425
tri_v2_020,numeric_validity,true_or_false,False,binary,0.07324009388685226,0.10656371712684631,0.17980381101369858
tri_v2_021,numeric_validity,true_or_false,True,binary,0.16623733937740326,0.27407902479171753,0.4403163641691208
tri_v2_022,numeric_validity,true_or_false,True,binary,0.19517919421195984,0.19517919421195984,0.3903583884239197
tri_v2_023,geometry_claim,answer_colon,False,binary,0.37714293599128723,0.6218035817146301,0.9989465177059174
tri_v2_025,numeric_validity,true_or_false,True,binary,0.19517919421195984,0.19517919421195984,0.3903583884239197
tri_v2_026,numeric_validity,answer_colon,True,binary,0.08503086119890213,0.9141679406166077,0.9991988018155098
tri_v2_027,numeric_validity,answer_colon,True,binary,0.9685596823692322,0.03113429993391037,0.9996939823031425
tri_v2_028,numeric_validity,true_or_false,True,binary,0.10629142075777054,0.15465311706066132,0.26094453781843185
tri_v2_029,geometry_claim,answer_colon,False,binary,0.7766087055206299,0.22250212728977203,0.9991108328104019
tri_v2_030,numeric_validity,answer_colon,True,binary,0.7659074068069458,0.2335885614156723,0.9994959682226181
tri_v2_031,numeric_validity,the_answer_is,False,binary,0.008062520995736122,0.9319007396697998,0.9399632606655359
tri_v2_032,numeric_validity,true_or_false,False,binary,0.14314031600952148,0.2359984815120697,0.3791387975215912
tri_v2_034,numeric_validity,answer_colon,False,binary,0.005552999675273895,0.9941003918647766,0.9996533915400505
tri_v2_035,numeric_validity,true_or_false,False,binary,0.14304567873477936,0.23584245145320892,0.3788881301879883
tri_v2_036,numeric_validity,true_or_false,True,binary,0.184860497713089,0.184860497713089,0.369720995426178
tri_v2_037,numeric_validity,the_answer_is,True,binary,0.048367638140916824,0.8573368191719055,0.9057044573128223
tri_v2_038,numeric_validity,true_or_false,True,binary,0.09657979011535645,0.140522763133049,0.23710255324840546
