prompt_id,family,tail,label,task_type,prob_true,prob_false,prob_mass_tf
tri_v2_001,numeric_validity,answer_colon,False,binary,3.068241732732957e-13,1.6586758008751978e-12,1.9654999741484935e-12
tri_v2_002,numeric_validity,answer_colon,True,binary,3.578342067100948e-10,2.4350924054949985e-11,3.821851307650448e-10
tri_v2_003,numeric_validity,true_or_false,False,binary,0.00015883950982242823,2.938235593319405e-05,0.00018822186575562228
tri_v2_004,numeric_validity,true_or_false,True,binary,7.520749932155013e-05,4.561565219773911e-05,0.00012082315151928924
tri_v2_005,numeric_validity,true_or_false,False,binary,0.0012748489389196038,0.0003223322855774313,0.0015971812244970351
tri_v2_006,numeric_validity,answer_colon,True,binary,2.687233768838837e-10,6.248005446352067e-10,8.935239215190904e-10
tri_v2_007,numeric_validity,true_or_false,False,binary,3.0099648938630708e-05,1.3356638191908132e-05,4.345628713053884e-05
tri_v2_008,numeric_validity,the_answer_is,False,binary,5.500987299456028e-06,2.1329643118406239e-07,5.714283730640091e-06
tri_v2_011,numeric_validity,true_or_false,True,binary,5.123642404214479e-05,7.857360287744086e-06,5.9093784329888877e-05
tri_v2_012,geometry_claim,answer_colon,True,binary,9.373493981001957e-09,8.017574160135155e-09,1.739106814113711e-08
tri_v2_013,geometry_claim,the_answer_is,True,binary,0.03753339499235153,0.0008827007841318846,0.03841609577648342
tri_v2_014,numeric_validity,answer_colon,True,binary,2.579186343665274e-11,4.25235922862921e-11,6.831545572294484e-11
tri_v2_015,geometry_claim,answer_colon,True,binary,1.5129675290381783e-08,1.8249870947784075e-08,3.337954623816586e-08
tri_v2_016,numeric_validity,true_or_false,True,binary,9.730753663461655e-05,2.6189965865341946e-05,0.0001234975024999585
tri_v2_017,numeric_validity,true_or_false,True,binary,0.00023192117805592716,6.24207459622994e-05,0.00029434192401822656
tri_v2_018,numeric_validity,answer_colon,False,binary,9.036463244349591e-10,1.5371542927411497e-09,2.4408006171761087e-09
tri_v2_019,numeric_validity,the_answer_is,False,binary,4.392117247675742e-08,7.545688163190789e-07,7.984899887958363e-07
tri_v2_020,numeric_validity,true_or_false,False,binary,0.00010304431634722278,2.0290628526709042e-05,0.00012333494487393182
